Date,Interval,Name,Open,High,Low,Close,Volume,Circuit
2011-06-15,D,P.I. Industries Ord Shs,74.900001,77.500001,72.000001,72.185001,97669.998545,0
2011-06-16,D,P.I. Industries Ord Shs,72.800001,74.480001,72.500001,74.360001,10539.999843,0
2011-06-17,D,P.I. Industries Ord Shs,74.400001,75.050001,73.250001,73.600001,33279.999504,0
2011-06-20,D,P.I. Industries Ord Shs,70.295001,72.000001,70.200001,71.255001,5359.99992,0
2011-06-21,D,P.I. Industries Ord Shs,68.000001,73.000001,68.000001,71.000001,309.999995,0
2011-06-22,D,P.I. Industries Ord Shs,74.490001,74.490001,70.300001,70.300001,199.999997,0
2011-06-23,D,P.I. Industries Ord Shs,70.000001,72.000001,68.000001,69.625001,49.999999,0
2011-06-24,D,P.I. Industries Ord Shs,72.050001,72.050001,72.050001,72.050001,49.999999,1
2011-06-27,D,P.I. Industries Ord Shs,73.395001,73.395001,70.600001,72.390001,7119.999894,0
2011-06-28,D,P.I. Industries Ord Shs,72.000001,72.000001,72.000001,72.000001,199.999997,1
2011-06-29,D,P.I. Industries Ord Shs,70.265001,71.995001,70.265001,70.705001,129.999998,0
2011-06-30,D,P.I. Industries Ord Shs,70.250001,70.250001,70.000001,70.200001,249.999996,0
2011-07-04,D,P.I. Industries Ord Shs,71.500001,71.500001,71.500001,71.500001,3109.999954,1
2011-07-05,D,P.I. Industries Ord Shs,72.775001,77.500001,72.775001,74.875001,35639.999469,0
2011-07-06,D,P.I. Industries Ord Shs,77.000001,81.000001,75.520001,79.085001,198959.997035,0
2011-07-07,D,P.I. Industries Ord Shs,79.400001,80.290001,75.805001,79.930001,113589.998307,0
2011-07-08,D,P.I. Industries Ord Shs,79.000001,80.000001,77.000001,77.820001,22349.999667,0
2011-07-11,D,P.I. Industries Ord Shs,79.975001,79.975001,76.500001,76.500001,619.999991,0
2011-07-12,D,P.I. Industries Ord Shs,77.500001,80.000001,77.000001,77.335001,21689.999677,0
2011-07-13,D,P.I. Industries Ord Shs,76.900001,79.960001,76.900001,79.700001,500949.992535,0
2011-07-14,D,P.I. Industries Ord Shs,79.000001,79.895001,78.110001,78.785001,1219.999982,0
2011-07-15,D,P.I. Industries Ord Shs,78.100001,78.100001,78.100001,78.100001,199.999997,1
2011-07-18,D,P.I. Industries Ord Shs,79.500001,80.500001,79.400001,79.400001,29569.999559,0
2011-07-19,D,P.I. Industries Ord Shs,79.400001,82.900001,79.300001,80.735001,13209.999803,0
2011-07-20,D,P.I. Industries Ord Shs,85.395001,90.500001,81.700001,88.235001,334129.995021,0
2011-07-21,D,P.I. Industries Ord Shs,88.000001,91.400001,88.000001,90.045001,80929.998794,0
2011-07-22,D,P.I. Industries Ord Shs,92.295001,96.300001,89.700001,91.530001,144789.997842,0
2011-07-25,D,P.I. Industries Ord Shs,93.000001,95.900001,89.600001,93.135001,116829.998259,0
2011-07-26,D,P.I. Industries Ord Shs,93.000001,94.000001,91.500001,93.055001,12399.999815,0
2011-07-27,D,P.I. Industries Ord Shs,100.000001,111.670002,100.000001,111.670002,333229.995034,0
2011-07-28,D,P.I. Industries Ord Shs,117.400002,129.000002,106.670002,110.800002,404669.99397,0
2011-07-29,D,P.I. Industries Ord Shs,117.000002,117.000002,102.550002,108.630002,102159.998478,0
2011-08-01,D,P.I. Industries Ord Shs,106.700002,108.900002,100.300001,104.375002,52219.999222,0
2011-08-02,D,P.I. Industries Ord Shs,103.000002,107.800002,100.000001,100.690002,17549.999738,0
2011-08-03,D,P.I. Industries Ord Shs,99.000001,101.995002,92.660001,100.820002,16669.999752,0
